CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Ownership Type,Certification Date
44T120,TENNOVA REHAB CARE CENTER,900 E. OAK HILL AVENUE,-,KNOXVILLE,TN,37917,Knox,(865) 545-7161,4,For profit,01/01/1992
44T150,SUMMIT MEDICAL CENTER,5655 FRIST BLVD,-,HERMITAGE,TN,37076,Davidson,(615) 391-7310,4,For profit,01/01/2014
44T151,RIVER PARK INPATIENT REHABILITATION,1559 SPARTA RD,-,MCMINNVILLE,TN,37110,Warren,(502) 596-6346,4,Non-profit,04/27/1998
44T152,REHABILITATION HOSPITAL OF MEMPHIS,890 MADISON AVENUE,3RD FLOOR TURNER TOWER,MEMPHIS,TN,38103,Shelby,(901) 545-6060,4,Government,03/01/2018
44T156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,-,CHATTANOOGA,TN,37404,Hamilton,(423) 493-6822,4,For profit,04/01/2003
44T175,CROCKETT HOSPITAL REHAB UNIT,1607 S LOCUST AVE,-,LAWRENCEBURG,TN,38464,Lawrence,(931) 766-3274,4,Non-profit,03/01/1997
44T183,SAINT FRANCIS HOSPITAL,5959 PARK AVENUE,-,MEMPHIS,TN,38119,Shelby,(901) 765-2400,4,For profit,03/01/1985
44T187,JACK M ROE REHABILITATION UNIT,315 OAK ST,-,LIVINGSTON,TN,38570,Overton,(931) 823-5611,4,For profit,02/28/1999
44T197,SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,-,NASHVILLE,TN,37211,Davidson,(615) 781-3470,4,For profit,06/01/2011
44T200,STONES RIVER HOSPITAL,324 DOOLITTLE ROAD,-,WOODBURY,TN,37190,Cannon,(615) 563-7296,4,For profit,01/01/2006
44T231,TRUSTPOINT HOSPITAL OF MURFREESBORO,1009 N THOMPSON LANE,-,MURFREESBORO,TN,37129,Rutherford,(615) 867-1111,4,For profit,09/05/2024
453025,TIRR MEMORIAL HERMANN,1333 MOURSUND AVE,-,HOUSTON,TX,77030,Harris,(713) 799-7022,6,Non-profit,01/01/1984
453029,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HUMBL,19002 MCKAY DRIVE,-,HUMBLE,TX,77338,Harris,(281) 446-6148,6,For profit,11/21/1984
453031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SAN AN,9119 CINNAMON HILL,-,SAN ANTONIO,TX,78240,Bexar,(210) 691-0737,6,For profit,06/14/1988
453035,WARM SPRINGS REHAB HOSPITAL OF SAN ANTONIO LLC,5101 MEDICAL DR,-,SAN ANTONIO,TX,78229,Bexar,(210) 616-0100,6,For profit,02/22/1989
453036,BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION,909 NORTH WASHINGTON AVENUE,-,DALLAS,TX,75246,Dallas,(214) 820-9543,6,For profit,02/16/1989
453040,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ARLING,3200 MATLOCK ROAD,-,ARLINGTON,TX,76015,Tarrant,(817) 468-4000,6,For profit,05/04/1990
453042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CITY,6701 OAKMONT BOULEVARD,-,FORT WORTH,TX,76132,Tarrant,(817) 370-4700,6,For profit,07/10/1990
453047,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PLANO,2800 W 15TH ST,-,PLANO,TX,75075,Collin,(972) 612-9000,6,For profit,03/26/1991
453048,PAM REHABILITATION HOSPITAL OF BEAUMONT,3340 PLAZA 10 DRIVE,-,BEAUMONT,TX,77707,Jefferson,(409) 835-0835,6,For profit,03/28/1991
453053,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TEXARK,515 WEST 12TH ST,-,TEXARKANA,TX,75501,Bowie,(903) 793-0088,6,For profit,04/30/1992
453054,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF WICH,3901 ARMORY ROAD,-,WICHITA FALLS,TX,76301,Wichita,(940) 720-5700,6,For profit,07/09/1992
453056,"CHRISTUS TRINITY MOTHER FRANCES REHAB, A PARTNER O",3131 TROUP HWY,-,TYLER,TX,75701,Smith,(903) 510-7000,6,For profit,02/04/1993
453057,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIDLAN,1800 HERITAGE BOULEVARD,-,MIDLAND,TX,79707,Midland,(432) 520-1600,6,For profit,02/17/1993
453059,ENCOMPASS HEALTH REHABILITATION HOSP OF THE WOODLA,18550 I 45 SOUTH,-,CONROE,TX,77384,Montgomery,(281) 364-3304,6,For profit,05/26/1993
453072,UT HEALTH EAST TEXAS REHABILITATION HOSPITAL,701 OLYMPIC PLAZA CIRCLE,-,TYLER,TX,75701,SMITH,(903) 596-3000,6,For profit,08/10/1995
453091,WESLACO REGIONAL REHABILITATION HOSPITAL LLC,906 JAMES STREET,-,WESLACO,TX,78596,Hidalgo,(956) 969-2222,6,For profit,10/07/2004
453092,SOUTH TEXAS REHABILTATION HOSPITAL,425 EAST ALTON GLOOR BLVD,-,BROWNSVILLE,TX,78526,Cameron,(956) 554-6000,6,For profit,05/16/2005
45T002,PROVIDENCE MEMORIAL HOSPITAL,2001 N OREGON ST,-,EL PASO,TX,79902,El Paso,(915) 542-6011,6,For profit,01/01/1994
45T007,SID PETERSON MEMORIAL HOSPITAL,551 HILL COUNTRY DR.,-,KERRVILLE,TX,78028,Kerr,(830) 258-7554,6,Non-profit,07/01/2002
45T011,ST JOSEPH REGIONAL REHAB,1600 JOSEPH DRIVE,-,BRYAN,TX,77802,Brazos,(979) 821-7549,6,Non-profit,12/30/1997
45T015,PARKLAND HEALTH HOSPITAL SYS,5200 HARRY HINES BLVD,-,DALLAS,TX,75235,Dallas,(469) 419-2024,6,Government,10/01/2018
45T029,LAREDO MEDICAL CENTER,1700 E SAUNDERS ST,-,LAREDO,TX,78041,Webb,(956) 796-3962,6,For profit,10/01/2024
45T032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER - LONGVIEW,700 EAST MARSHALL AVENUE,-,LONGVIEW,TX,75601,Harrison,(903) 315-3299,6,Non-profit,09/27/2000
45T033,VALLEY BAPTIST HEALTH SYSTEM REHAB UNIT,2101 PEASE STREET,-,HARLINGEN,TX,78550,Cameron,(956) 389-1550,6,For profit,09/01/1995
45T035,ST. JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,GWS 3381,HOUSTON,TX,77002,Harris,(713) 756-5334,6,Physician,06/30/1996
45T042,ASCENSION PROVIDENCE,6901 MEDICAL PARKWAY,-,WACO,TX,76712,McLennan,(254) 751-4000,6,Non-profit,07/01/2024
45T044,UT SOUTHWESTERN INPATIENT REHABILITATION,5151 HARRY HINES BLVD,-,DALLAS,TX,75235,Dallas,(214) 645-4833,6,Government,09/01/2019
45T046,CHRISTUS SPOHN REHABILITIATION CENTER,600 ELIZABETH ST.,-,CORPUS CHRISTI,TX,78404,Nueces,(361) 881-3429,6,Non-profit,07/01/1999
45T058,BAPTIST HEALTH SYSTEM,7930 FLOYD CURL,-,SAN ANTONIO,TX,78229,Bexar,(210) 297-5192,6,For profit,01/01/2003
45T068,MEMORIAL HERMANN TEXAS MEDICAL CENTER REHAB UNIT,6411 FANNIN,-,HOUSTON,TX,77030,Harris,(713) 704-2225,6,Non-profit,10/01/1995
45T072,BRAZOSPORT MEMORIAL HOSPITAL,100 MEDICAL DRIVE,-,LAKE JACKSON,TX,77566,Brazoria,(979) 285-1869,6,Non-profit,01/01/1996
45T079,BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION,1901 N. MACARTHUR,-,IRVING,TX,75061,Dallas,(972) 579-8759,6,Non-profit,07/01/2016
45T080,TITUS REGIONAL MEDICAL CENTER,2001 N. JEFFERSON,-,MT. PLEASANT,TX,75455,Franklin,(903) 577-6579,6,Government,10/01/1995
45T092,FORT DUNCAN REGIONAL MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,-,EAGLE PASS,TX,78852,Maverick,(830) 872-2990,6,For profit,01/01/2007
45T097,HCA HOUSTON HEALTHCARE SOUTHEAST,4000 SPENCER HIGHWAY,-,PASADENA,TX,77504,Harris,(713) 359-5381,6,For profit,01/01/1996
45T101,HILLCREST BAPTIST MED CTR,100 HILLCREST MEDICAL BLVD,-,WACO,TX,76712,McLennan,(254) 202-9815,6,Non-profit,06/01/2010
45T104,GUADALUPE REGIONAL MEDICAL CTR,1215 EAST COURT STREET,-,SEGUIN,TX,78155,Guadalupe,(830) 401-7789,6,Government,10/01/2004
45T107,LAS PALMAS REHABILITATION HOSPITAL,300 WAYMORE,-,EL PASO,TX,79902,El Paso,(915) 577-2630,6,For profit,01/01/2004
45T119,EDINBURG REGIONAL MEDICAL CTR,1102 W TRENTON,PO BOX 2000,EDINBURG,TX,78539,Hidalgo,(804) 245-0406,6,For profit,01/01/2018
45T137,BAYLOR MEDICAL CENTER AT ALL SAINTS,1400 EIGHTH AVENUE,-,FORT WORTH,TX,76104,Tarrant,(817) 926-2544,6,Non-profit,06/30/2010
45T147,DETAR HEALTHCARE SYSTEM,506 E SAN ANTONIO,P.O. BOX 2089,VICTORIA,TX,77902,Victoria,(361) 788-6963,6,For profit,10/01/1995
45T176,MISSION REGIONAL MEDICAL CENTER,900 S. BRYAN RD.,-,MISSION,TX,78572,Hidalgo,(502) 596-6346,6,Non-profit,10/01/1998
45T184,MEMORIAL HERMANN HOSPITAL,7737 SW FWY,-,HOUSTON,TX,77074,Harris,(713) 867-3394,6,Non-profit,06/30/1996
45T193,ST. LUKES EPISCOPAL HOSPITAL,6720 BERTNER,-,HOUSTON,TX,77030,Harris,(832) 355-6281,6,Non-profit,10/01/1995
45T196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE STREET,865 DESHONG DRIVE,PARIS,TX,75460,Lamar,(502) 596-6346,6,For profit,01/01/1995
45T209,NORTHWEST TEXAS HEALTHCARE SYS,1501 S COULTER,-,AMARILLO,TX,79109,Potter,(806) 351-5115,6,Non-profit,01/01/2014
45T211,MEMORIAL MED CENTER OF EAST TE,1201 WEST FRANK STREET,-,LUFKIN,TX,75901,Angelina,(936) 639-7648,6,Non-profit,01/01/1995
45T213,UNIVERSITY HEALTH SYSTEM,4502 MEDICAL DRIVE,-,SAN ANTONIO,TX,78229,Bexar,(210) 358-2637,6,Government,07/01/2015
45T222,CHCA CONROE LP,504 MEDICAL CENTER BLVD,-,CONROE,TX,77304,Montgomery,(936) 525-3964,6,For profit,01/01/2014
45T229,HENDRICK CENTER FOR REHABILITATION,1934 HICKORY,-,ABILENE,TX,79601,Taylor,(915) 670-6000,6,Non-profit,09/01/1998
45T231,BSA HEALTH SYSTEM,1600 WALLACE BLVD,-,AMARILLO,TX,79106,Potter,(806) 212-2000,6,For profit,12/31/1997
45T236,CHRISTUS MOTHER FRANCES HOSPITAL- SULPHUR SPRINGS,115 AIRPORT ROAD,-,SULPHUR SPRINGS,TX,75482,Hopkins,(903) 438-4569,6,Non-profit,10/01/2003
45T324,REBA MC ENTIRE CTR FOR REHAB,1200 REBA MCENTIRE LANE,-,DENISON,TX,75020,Grayson,(903) 416-1010,6,For profit,07/01/1995
45T346,MEMORIAL HERMANN BAPTIST BEAUMONT,3080 COLLEGE ST,-,BEAUMONT,TX,77701,Jefferson,(409) 212-5000,6,Non-profit,08/25/2004
45T347,HUNTSVILLE MEMORIAL HOSPITAL,110 MEMORIAL HOSPITAL DRIVE,"P.O. BOX 4001, HUNTSVILLE, TX",HUNTSVILLE,TX,77340,Walker,(936) 291-3411,6,Non-profit,11/01/2005
45T352,HUNT MEMORIAL HOSPITAL DISTRIC,4215 JOE RAMSEY BLVD,-,GREENVILLE,TX,75401,Hunt,(903) 408-1740,6,Government,10/01/2011
45T358,HOUSTON METHODIST HOSPITAL,6447 MAIN STREET,-,HOUSTON,TX,77030,Harris,(713) 441-7132,6,Non-profit,01/01/1996
45T388,METHODIST HOSPITAL NORTHEAST,12412 JUDSON RD,-,LIVE OAK,TX,78233,Bexar,(210) 757-5088,6,For profit,07/01/2002
45T403,MEDICAL CENTER OF MCKINNEY,130 S CENTRAL EXPRESSWAY,-,MCKINNEY,TX,75070,Collin,(972) 547-8266,6,For profit,09/01/2018
45T431,ST DAVIDS MEDICAL CENTER,919 E 32ND ST,-,AUSTIN,TX,78705,Travis,(512) 544-5117,6,For profit,10/01/2009
45T462,TEXAS HEALTH PRESBYTERIAN HOSPITAL DALLAS,8200 WALNUT HILL LANE,JACKSON BUILDING 3RD FLOOR,DALLAS,TX,75231,Dallas,(214) 345-2295,6,Non-profit,12/02/2015
45T508,MEMORIAL HOSPITAL CECIL R. BOMAR REHAB,1204 N. MOUND ST.,-,NACOGDOCHES,TX,75961,Nacogdoches,(502) 596-6346,6,For profit,06/30/1996
45T617,CLEAR LAKE REGIONAL MEDICAL CENTER,500 MEDICAL CENTER BLVD,-,WEBSTER,TX,77598,Harris,(281) 338-3972,6,For profit,04/01/2011
45T634,DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I-35 EAST,-,DENTON,TX,76210,Denton,(940) 384-3613,6,For profit,06/01/2024
45T638,HOUSTON NORTHWEST MEDICAL CTR,710 CYPRESS CREEK PKWY,-,HOUSTON,TX,77040,Harris,(346) 202-9009,6,For profit,04/05/2016
45T644,WEST HOUSTON MEDICAL CENTER,12141 RICHMOND AVE,-,HOUSTON,TX,77082,Harris,(281) 558-3444,6,For profit,01/01/1996
45T647,MEDICAL CITY DALLAS HOSPITAL,7777 FOREST LANE,9TH FLOOR - INPATIENT REHAB,DALLAS,TX,75230,Dallas,(972) 566-6751,6,For profit,06/01/2016
45T651,MEDICAL CENTER OF PLANO,1620 COIT ROAD,INPATIENT REHAB - BUILDING 2,PLANO,TX,75075,Collin,(214) 473-7718,6,For profit,06/01/2015
45T661,ODESSA REGIONAL MEDICAL CENTER,520 E 6TH ST,-,ODESSA,TX,79761,Ector,(432) 582-8395,6,For profit,10/01/2008
45T668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR.,-,EL PASO,TX,79902,El Paso,(915) 747-2100,6,For profit,06/01/2013
45T669,MEDICAL CITY LEWISVILLE,500 W MAIN ST,-,LEWISVILLE,TX,75057,Denton,(469) 370-2515,6,Non-profit,06/01/2016
45T670,TOMBALL REGIONAL MEDICAL CTR,605 HOLDERRIETH BLVD,-,TOMBALL,TX,77375,Harris,(281) 401-7803,6,For profit,06/30/1996
45T672,MEDICAL CITY FORT WORTH,900 EIGHTH AVE,-,FORT WORTH,TX,76104,Tarrant,(817) 347-4333,6,For profit,02/01/2016
45T675,MEDICAL CITY ARLINGTON REHAB,3301 MATLOCK ROAD,-,ARLINGTON,TX,76015,Tarrant,(817) 525-4688,6,For profit,06/01/2017
45T702,LONGVIEW REGIONAL MEDICAL CENTER,2901 NORTH FOURTH STREET,-,LONGVIEW,TX,75605,Gregg,(903) 232-3775,6,For profit,10/01/2023
45T711,RIO GRANDE REGIONAL HOSPITAL,101 E RIDGE RD,-,MCALLEN,TX,78503,Hidalgo,(956) 632-6000,6,For profit,10/01/2022
45T718,ROUND ROCK INPT REHAB UNIT,2400 ROUND ROCK AVE,-,ROUND ROCK,TX,78681,Williamson,(512) 341-1145,6,For profit,03/01/2011
45T747,PALESTINE REGIONAL MEDICAL CENTER,2900 SOUTH LOOP 256,-,PALESTINE,TX,75801,Anderson,(903) 731-5278,6,For profit,01/01/2011
45T775,HCA HOUSTON HEALTHCARE KINGWOOD,22999 U.S. HWY 59,-,KINGWOOD,TX,77339,Harris,(281) 348-8163,6,For profit,01/01/1996
45T788,CORPUS CHRISTI MEDICAL CENTER,3315 S ALAMEDA ST,-,CORPUS CHRISTI,TX,78411,Nueces,(361) 761-5267,6,Non-profit,09/01/2012
45T801,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,-,TEXARKANA,TX,75503,Bowie,(903) 614-1000,6,Non-profit,07/01/2022
45T809,NORTH AUSTIN MEDICAL CENTER,12221 NORTH MOPAC EXPRESSWAY,-,AUSTIN,TX,78758,Travis,(512) 901-1855,6,For profit,07/01/2003
45T862,CHI ST. LUKES HEALTH - BAYLOR REHABILITATION,17200 ST. LUKE'S WAY,-,THE WOODLANDS,TX,77384,Montgomery,(502) 596-6346,6,Non-profit,07/01/2016
45T869,DOCTORS HOSPITAL AT RENAISSANCE,5501 S. MCCOLL,-,EDINBURG,TX,78539,Hidalgo,(956) 362-6607,6,Physician,01/01/2006
45TA23,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,6441 MAIN ST,-,HOUSTON,TX,77030,Harris,(713) 790-0500,6,For profit,09/01/2020
45TA34,CORNERSTONE SPECIALTY HOSPITALS AUSTIN,4207 BURNET RD,-,AUSTIN,TX,78756,Travis,(512) 706-1900,6,For profit,09/01/2021
45TA38,TEXAS NEURO REHABILITATION CENTER,1106 W DITTMAR,-,AUSTIN,TX,78745,Travis,(512) 444-4835,6,For profit,01/01/2025
45TA39,KINDRED HOSPITAL HOUSTON NW,11297 FALLBROOK,-,HOUSTON,TX,77065,Harris,(281) 897-8114,6,For profit,09/01/2022
45TA60,TEXAS SPECIALTY HOSPITAL,1540 RESEARCH ST,-,AMARILLO,TX,79124,Potter,(806) 351-1600,6,For profit,01/01/2025
45TA62,POST ACUTE MEDICAL AT LULING LLC,200 MEMORIAL DRIVE,-,LULING,TX,78648,Caldwell,(803) 875-8400,6,For profit,01/01/2020
45TA80,KINDRED HOSPITAL SUGAR LAND,1550 FIRST COLONY BOULEVARD,-,SUGAR LAND,TX,77479,Fort Bend,(281) 275-6000,6,For profit,09/01/2020
45TA83,MID-JEFFERSON EXTENDED CARE HOSPITAL,860 8TH STREET,-,BEAUMONT,TX,77701,Jefferson,(409) 363-5800,6,For profit,09/01/2022
45TA94,PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,102 MEDICAL DRIVE,-,VICTORIA,TX,77904,Victoria,(361) 576-6200,6,For profit,01/01/2020
45TB06,PAM SPECIALTY HOSPITAL OF NEW BRAUNFELS,1445 HANZ DRIVE,-,NEW BRAUNFELS,TX,78130,Comal,(830) 627-7600,6,For profit,10/02/2020
45TB08,KINDRED HOSPITAL DALLAS CENTRAL,8050 MEADOWS ROAD,-,DALLAS,TX,75231,Dallas,(469) 232-6500,6,For profit,09/01/2022
463025,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF UTAH,8074 SOUTH 1300 EAST,-,SANDY,UT,84094,Salt Lake,(801) 561-3400,8,For profit,03/28/1988
463027,NORTHERN UTAH REHABILITATION HOSPITAL,5825 HARRISON BOULEVARD,-,SOUTH OGDEN,UT,84403,Weber,(801) 475-5254,8,For profit,05/22/2014
46T001,UTAH VALLEY HOSPITAL,1034 NORTH 500 WEST,-,PROVO,UT,84604,Utah,(801) 357-7765,8,Non-profit,01/01/2017
46T004,MCKAY-DEE HOSPITAL - INPATIENT REHABILITATION,4401 HARRISON BLVD,-,OGDEN,UT,84403,Weber,(801) 387-2263,8,Non-profit,01/01/2020
46T005,OGDEN REGIONAL MEDICAL CENTER,5475 S. 500 E.,-,OGDEN,UT,84405,Weber,(801) 479-2111,8,For profit,07/01/1997
46T009,UNIVERSITY OF UTAH HOSPITALS AND CLINICS,50 NORTH MEDICAL DRIVE,-,SALT LAKE CITY,UT,84132,Salt Lake,(801) 581-2337,8,Government,07/01/2025
46T010,INTERMOUNTAIN MEDICAL CENTER,5121 SO. COTTONWOOD STREET,-,MURRAY,UT,84157,Salt Lake,(801) 507-1269,8,Non-profit,01/01/2020
46T021,DIXIE REGIONAL MEDICAL CENTER,1380 E. MEDICAL CENTER DR.,EAST TOWER 1ST FLOOR,ST GEORGE,UT,84790,Washington,(435) 251-4508,8,Non-profit,01/01/2017
46T047,ST MARKS HOSPITAL,1200 E 3900 SOUTH,-,SALT LAKE CITY,UT,84124,Salt Lake,(801) 268-7745,8,For profit,08/11/2016
46T051,JORDAN VALLEY MEDICAL CENTER,3580 W 9000 S,-,WEST JORDAN,UT,84088,Salt Lake,(801) 601-2368,8,Non-profit,07/01/2019
46TA05,UTAH VALLEY SPECIALTY HOSPITAL,306 WEST RIVER BEND LANE,-,PROVO,UT,84604,Utah,(801) 226-8880,8,For profit,03/01/2024
47R302,MT ASCUTNEY HOSPITAL HEALTH CENTER,289 COUNTY ROAD,-,WINDSOR,VT,05089,Windsor,(802) 674-7022,1,Non-profit,10/01/2004
47T003,THE UNIVERSITY OF VERMONT MEDICAL CENTER INPATIENT,FANNY ALLEN CAMPUS,790 COLLEGE PARKWAY,COLCHESTER,VT,05446,Chittenden,(802) 847-5732,1,Non-profit,10/01/1983
493027,RIVERSIDE REHABILITATION INSTITUTE,250 JOSEPHS DRIVE,-,YORKTOWN,VA,23692,York,(757) 272-0300,3,Non-profit,07/02/1986
493028,ENCOMPASS HEALTH REHAB HOSPITAL OF RICHMOND,5700 FITZHUGH AVENUE,-,RICHMOND,VA,23226,Henrico,(804) 288-5700,3,For profit,06/09/1992
493029,UVA ENCOMPASS HEALTH REHABILITATION HOSPITAL,515 RAY C HUNT DRIVE,-,CHARLOTTESVILLE,VA,22903,Charlottesville City,(434) 244-2000,3,For profit,08/31/1998
493031,ENCOMPASS HEALTH REHAB HOSPITAL OF PETERSBURG,95 MEDICAL PARK BLVD,-,PETERSBURG,VA,23805,Petersburg City,(804) 504-8100,3,For profit,08/03/2006
493032,ENCOMPASS HEALTH REHAB HOSPITAL OF FREDERICKSBURG,300 PARK HILL DRIVE,-,FREDERICKSBURG,VA,22401,Fredericksburg City,(540) 368-7300,3,For profit,09/05/2007
493033,ENCOMPASS HEALTH REHAB HOSPITAL OF NORTHERN VA,24430 MILLSTREAM DRIVE,-,ALDIE,VA,20105,Loudoun,(703) 957-2000,3,For profit,07/27/2010
493034,REHABILITATION HOSPITAL OF BRISTOL,103 NORTH STREET,-,BRISTOL,VA,24201,Bristol City,(276) 642-7900,3,For profit,09/02/2010
493036,SHELTERING ARMS INSTITUTE,2000 WILKES RIDGE PLACE,-,RICHMOND,VA,23233,Henrico,(804) 764-5290,3,Non-profit,06/10/2020
49T005,WINCHESTER REHABILITATION CTR,333 WEST CORK STREET,-,WINCHESTER,VA,22601,Winchester City,(540) 536-5416,3,Non-profit,01/01/1995
49T007,SENTARA NORFOLK GENERAL HOSP,600 GRESHAM DRIVE,-,NORFOLK,VA,23507,Norfolk City,(757) 388-4261,3,Non-profit,05/01/1986
49T017,MARYVIEW CENTER FOR PHYSICAL REHABILITATION,3636 HIGH STREET,-,PORTSMOUTH,VA,23707,Portsmouth City,(757) 398-4160,3,Non-profit,06/17/2002
49T018,AUGUSTA HEALTH,78 MEDICAL CENTER DR,-,FISHERSVILLE,VA,22939,Staunton City,(540) 932-5939,3,Non-profit,01/01/1985
49T021,VIRGINIA BAPTIST HOSPITAL,3300 RIVERMONT AVE,-,LYNCHBURG,VA,24503,Lynchburg City,(434) 200-5879,3,Non-profit,10/01/1986
49T024,CARILION CLINIC REHABILITATION,"101 ELM AVENUE, SE",-,ROANOKE,VA,24013,Roanoke City,(540) 224-4409,3,Non-profit,10/01/1983
49T032,VCUHS,1300 E MARSHALL ST,-,RICHMOND,VA,23298,Richmond City,(804) 828-0861,3,Government,07/01/1984
49T038,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,-,MARION,VA,24354,Smyth,(276) 378-2021,3,Non-profit,07/01/2011
49T048,LEWIS-GALE MEDICAL CENTER,1900 ELECTRIC ROAD,-,SALEM,VA,24153,Salem City,(540) 776-4472,3,For profit,01/01/1985
49T050,VIRGINIA HOSPITAL CENTER,1701 N GEORGE MASON DR,-,ARLINGTON,VA,22205,Arlington,(703) 558-5702,3,Non-profit,01/01/2006
49T057,SENTARA VIRGINIA BEACH GENERAL,1060 FIRST COLONIAL RD,-,VIRGINIA BEACH,VA,23454,Virginia Beach City,(757) 388-4261,3,Non-profit,01/01/2009
49T063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS RD,-,FALLS CHURCH,VA,22046,Falls Church City,(703) 698-3659,3,Non-profit,01/01/2020
49T066,SENTARA WILLIAMSBURG REGIONAL,100 SENTARA CIRCLE,-,WILLIAMSBURG,VA,23188,James City,(757) 984-7409,3,Non-profit,01/01/2009
49T075,DANVILLE REGIONAL MEDICAL CTR,142 SOUTH MAIN STREET,-,DANVILLE,VA,24541,Danville City,(434) 799-4526,3,For profit,01/01/1995
49T107,RESTON HOSP INPATIENT REHAB,1850 TOWN CENTER PKWY,-,RESTON,VA,20190,Fairfax,(703) 481-2408,3,Non-profit,01/01/2019
49T112,CJW MEDICAL CENTER,1401 JOHNSTON-WILLIS DRIVE,-,RICHMOND,VA,23235,Richmond City,(804) 483-6515,3,For profit,01/01/1996
49T114,LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,-,BIG STONE GAP,VA,24219,Wise,(276) 523-8726,3,Non-profit,02/28/2021
49T118,HDH-PARHAM CAMPUS,7700 EAST PARHAM ROAD,4TH FLOOR,RICHMOND,VA,23294,Henrico,(804) 967-5436,3,Non-profit,02/18/2004
49T122,INOVA REHAB CENTER@INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,-,ALEXANDRIA,VA,22306,Fairfax,(703) 664-7513,3,Non-profit,01/01/1984
503025,PROVIDENCE ST LUKE'S REHABILITATION MEDICAL CENTER,711 SOUTH COWLEY ST,-,SPOKANE,WA,99202,Spokane,(509) 473-6000,10,Non-profit,09/20/1994
503026,CHI FRANCISCAN REHABILITATION HOSPITAL,815 S VASSAULT ST,-,TACOMA,WA,98465,Pierce,(253) 444-3320,10,For profit,06/20/2018
503027,PROVIDENCE SWEDISH REHABILITATION HOSPITAL,12911 BEVERLY PARK RD,-,LYNNWOOD,WA,98087,Snohomish,(425) 789-5400,10,For profit,09/19/2024
50R329,PEACEHEALTH UNITED GENERAL,2000 HOSPITAL DR,-,SEDRO-WOOLLEY,WA,98284,Skagit,(502) 596-6346,10,Government,07/01/2019
50R337,LOURDES MEDICAL CENTER,520 N 4TH AVE,-,PASCO,WA,99302,Franklin,(509) 542-3021,10,Non-profit,02/01/2005
50T002,PROVIDENCE ST MARY MEDICAL CENTER,401 W. POPLAR ST,-,WALLA WALLA,WA,99362,Walla Walla,(509) 525-3320,10,Non-profit,01/01/1984
50T008,UNIVERSITY OF WASHINGTON MED CTR,1959 N.E. PACIFIC AVE.,-,SEATTLE,WA,98195,King,(206) 598-8351,10,Government,07/01/1984
50T015,MULTICARE AUBURN MEDICAL CENTER,202 N DIVISION ST,-,AUBURN,WA,98001,King,(253) 833-7711,10,Non-profit,01/01/2008
50T016,CONFLUENCE HEALTH HOSPITAL,820 N CHELAN AVE,-,WENATCHEE,WA,98801,Chelan,(509) 662-1511,10,Non-profit,07/01/2023
50T019,PROVIDENCE CENTRALIA HOSPITAL,914 SOUTH SCHEUBER ROAD,-,CENTRALIA,WA,98531,Lewis,(360) 493-7395,10,Non-profit,01/01/1985
50T025,SWEDISH MEDICAL CENTER,500 17TH AVE,-,SEATTLE,WA,98122,King,(206) 320-3990,10,Non-profit,01/01/1984
50T030,ST JOSEPH HOSPITAL,2901 SQUALICUM PARKWAY,-,BELLINGHAM,WA,98225,Whatcom,(360) 788-8448,10,Non-profit,01/01/1985
50T050,SOUTHWEST WASHINGTON MED CTR,400 NE MOTHER JOSEPH PLACE,-,VANCOUVER,WA,98668,Clark,(360) 514-6855,10,Non-profit,10/01/1994
50T051,OVERLAKE HOSPITAL MEDICAL CENTER,REHAB SERVICES,-,BELLEVUE,WA,98004,King,(425) 688-5000,10,Non-profit,10/01/1983
50T064,HARBORVIEW MEDICAL CENTER,325 9TH AVE,BOX 359818,SEATTLE,WA,98104,King,(206) 744-3170,10,Government,07/01/1984
